,Tweets
2898,Officers arrive at a high-profile House committee hearing to give firsthand accounts of the horrors they saw as rioters stormed the Capitol. Follow live updates: https://t.co/8CcSo85S0H
2899,US gymnastics superstar Simone Biles withdraws from team competition at the Tokyo Olympics https://t.co/ZO2NakxOHY
2900,"American Carissa Moore won the first ever women's surfing gold medal in Olympics history, defeating South Africa's Bianca Buitendag in the final. Brazil's Italo Ferreira won the men's gold.
https://t.co/dBkypcylDb"
2901,"First person to be tried under Hong Kong's sweeping security law faces life in prison after conviction for inciting secession and terrorism
https://t.co/WVpzxVN030"
2902,"Former US Sen. Mike Enzi has died after a serious bicycle accident last week, a statement on his official Twitter account says. He was 77.
https://t.co/wT7M7fCtVy"
2903,"Tennis star Naomi Osaka, a favorite to win the Olympic tournament, loses in the third round to Marketa Vondrousova of the Czech Republic
https://t.co/PkVx7cZg56"
2904,"Former US Sen. Barbara Boxer of California was a victim of assault and theft Monday in Oakland, her office says
https://t.co/6f3xvUdbod"
2905,Flora Duffy has won the women's triathlon at the Tokyo Olympics. The victory earns Bermuda's first ever Olympic gold medal. https://t.co/xiuQgb5jOE
2906,"New York City Mayor Bill de Blasio says he's expanding the city's Covid mandate to require the entire municipal workforce to get vaccinated or start weekly testing by September 13. The city has about 340,000 employees. https://t.co/HQ0u8HlNHQ"
2907,"Tom Barrack, a longtime ally of former President Trump, pleaded not guilty to illegal foreign lobbying charges unveiled by the Justice Department last week https://t.co/wY8UDLQgdZ"
2908,"The Department of Veterans Affairs will require many of its frontline health workers to be vaccinated, a senior official says. The agency will be the first area of the federal government to require shots among some of its workers. https://t.co/PosCJgT9U8"
2909,"Major medical groups call for health care employers to mandate Covid-19 vaccines for workers, citing rising cases and highly contagious variants https://t.co/82SpuANZXZ"
2910,"Civilian casualties in Afghanistan reached record levels in the first half of 2021, the United Nations says in a report, noting that deaths and injuries spiked markedly from May when the US and its allies began withdrawing troops https://t.co/jN27iCRJIo"
2911,"Tokyo Olympics: Nishiya Momiji, a 13-year-old Japanese skateboarder, becomes one of youngest gold medal winners ever
https://t.co/1sqbiIaRPg"
2912,"The US wins the men’s 4x100m freestyle swimming relay at the Tokyo Olympics. It’s the fifth gold medal for the US at the Games and 12th medal overall.
https://t.co/Nb6sTNmKK7"
2913,"Three people were killed and five more injured in a series of unrelated shootings in a three-hour span in Seattle today, police say
https://t.co/Hu6i0bclKD"
2914,"Civil rights legend Bob Moses, the architect of the 1964 voter registration campaign, has died, the NAACP says. He was 86.
https://t.co/ivEG3qn68D"
2915,"GOP Rep. Adam Kinzinger says he will serve on the House select committee to investigate the January 6 insurrection
https://t.co/gnps1Xaxvh"
2916,"USA men's basketball was defeated by France 83-76 in its opening game of group play. The loss ends a 25-game win streak dating back to the 2004 Games.
https://t.co/pIrFXBVZFD https://t.co/6uvUJNWLm5"
2917,"Anastasija Zolotic is the first American woman to win Olympic gold in Taekwondo
https://t.co/FaDCUgDT9o https://t.co/ZLdkbfp0MF"
2918,"Fencer Lee Kiefer becomes the first American woman to win gold in individual foil
https://t.co/ImfJFlrkYf https://t.co/Z7PnFs1Og2"
2919,"House Speaker Nancy Pelosi says it's her ""plan"" to appoint GOP Rep. Adam Kinzinger to the January 6 select committee
https://t.co/OD0J6iMkgs"
2920,"The US has won its first medals of the 2020 Tokyo Olympics, with American swimmers finishing first and second in the Men's 400m Individual Medley. Follow live updates https://t.co/gIuDKKsJSN"
2921,"Lynyrd Skynyrd guitarist Gary Rossington is recovering after undergoing emergency heart surgery, the band said on its Facebook page https://t.co/W6lHDnr1QH"
2922,"A convicted serial killer known as the ""Dating Game Killer"" has died of natural causes, prison officials say https://t.co/QngxdvnnXu"
2923,"Frito-Lay employees in Topeka, Kansas, ratify a new contract, ending a 20-day strike over working conditions
https://t.co/2eQ6VbxMNF"
2924,"Here are all the gold medals won Saturday at the Summer Olympics. China leads the medal count with four, three of them gold.
https://t.co/H3fHz6H5LD"
2925,"China wins another gold medal, this time in women's weightlifting 49kg. Follow live updates https://t.co/kTdLmPQFTe"
2926,"China's Yang Qian takes home the first gold medal of the Tokyo Olympics, setting a final Olympic record in the women's 10m air rifle https://t.co/7gTVrQ409v"
2927,"Players from the US women's national soccer team filed an appeal to overturn a 2020 decision against their equal pay lawsuit, saying the decision ""defies reality""
https://t.co/pi0QQRpLAA"
2928,"Florida asks the Supreme Court to block CDC Covid protocols requiring cruise lines to meet certain conditions before they can sail again
https://t.co/PgE4diFAON"
2929,"After big drops early in the week, the Dow hit a record high, closing above 35,000 for the first time
https://t.co/KCCScor4Va"
2930,"GM is again recalling nearly 70,000 Chevy Bolt electric cars because of a risk the battery could catch fire
https://t.co/NAhltAd9yL"
2931,"Longtime Trump associate Tom Barrack, who was indicted on charges of illegal foreign lobbying, has been freed on $250 million bail
https://t.co/nEJjEfb3eU"
2932,"President Biden is poised to nominate Caroline Kennedy, daughter of former President John F. Kennedy, to serve as ambassador to Australia, sources say  https://t.co/weilSp1tbA"
2933,Tennis star Naomi Osaka lights the cauldron for the Tokyo Olympics. The Games are now declared open. Follow live updates: https://t.co/85rZ5DYVtO
2934,"The Cleveland Indians are changing their name next season to the Cleveland Guardians, the MLB club says
https://t.co/QpYrcP6diq"
2935,"Mississippi's attorney general asks the Supreme Court to overturn Roe v. Wade, its landmark abortion decision https://t.co/uOl5CoXUHn"
2936,NFL warns Covid outbreaks among unvaccinated players or staff could lead to game forfeits and monetary losses for teams and players this season https://t.co/8xdzqETGyZ
2937,"Massive internet outage briefly takes out several major US corporate websites, including FedEx, Delta Airlines and McDonald's
https://t.co/4C48G6A7Af"
2938,The Biden administration plans to sanction Cuban officials and a government special forces unit over human rights abuses after crackdowns on protests https://t.co/REIJkjr1KH
2939,"General Motors will stop making most of its full-size trucks for a week as the auto industry struggles with a global computer chip shortage
https://t.co/Rt6jTWrwDu"
2940,"US weekly jobless benefits unexpectedly rose last week, Labor Department says, an indication that America's economy is not yet back to normal https://t.co/nJsGFIMGSj"
2941,"The director of the Tokyo Olympics opening ceremony has been dismissed after local media reported on anti-Semitic comments he made about the Holocaust
https://t.co/hOqymx3wFY"
2942,"In his CNN town hall, Biden tackled Covid-19 vaccine hesitancy and misinformation and delivered some tough economic love as he discussed pressing issues. https://t.co/xweL09Pjrn"
2943,"President Biden is holding a CNN town hall in Cincinnati, Ohio, just over six months after taking office. Follow live updates here. https://t.co/pDUpLjruqJ"
2944,"The US has reached a deal with Germany that would allow completion of the controversial Nord Stream 2 pipeline opposed by the Biden administration 
https://t.co/oycF5gwkAa"
2945,"Key test vote on a bipartisan infrastructure bill fails in the Senate. Negotiators will continue talking in hopes of striking a deal in the coming days.
https://t.co/MK5OfLAZIB"
2946,"House Minority Leader Kevin McCarthy pulls all of his GOP selections for the Capitol riot committee after Speaker Pelosi rejects two of his picks
https://t.co/1VVLGfjXvw https://t.co/Mr3v47KR23"
2947,"House Speaker Pelosi rejects two GOP selections -- Reps. Jim Banks and Jim Jordan -- from serving on the committee investigating the Capitol riot
https://t.co/WbOmY6a2Rg"
2948,"Pfizer-BioNTech will produce their Covid-19 vaccine in South Africa starting in 2022. The doses will be distributed exclusively for African nations.
https://t.co/x0T7G9IL2Z"
2949,"Sweden hammers the US women's national team 3-0 in their Olympic soccer opener 
https://t.co/9hsVeMQDKW"
2950,Brisbane has been officially announced as host of the Olympic and Paralympic Games in 2032. https://t.co/2Crzop5c2U
2951,"Life expectancy in the United States fell by a year and a half in 2020 primarily due to increases in death due to the Covid-19 pandemic, according to early data released by the US Centers for Disease Control and Prevention https://t.co/uSeHRDPALj"
2952,"The Milwaukee Bucks won their first NBA championship in 50 years, downing the Phoenix Suns 105-98 in Tuesday's Game 6 of the NBA Finals in Milwaukee https://t.co/1eg4YiwDtw"
2953,"Trump ally Tom Barrack charged with acting as a foreign agent in an effort to influence US foreign policy positions
https://t.co/EDVGThBWw0"
2954,"A White House official and a senior aide to House Speaker Nancy Pelosi, both fully vaccinated, have tested positive for Covid-19
https://t.co/wMkzyuUhUf"
2955,"The more contagious Delta variant now makes up 83% of US Covid-19 cases, CDC chief says as more than half of the country still isn't fully vaccinated https://t.co/sCrE7SYzgW"
2956,"Tokyo's Olympic chief says he won't rule out a last-minute cancellation as Covid-19 cases are on the rise and more athletes test positive
https://t.co/jcJml7OyHM"
2957,Same-day delivery from space: A four-person crew led by Amazon founder Jeff Bezos successfully completes their historic 11-minute spaceflight aboard his rocket ship https://t.co/7zaiQnsbl1
2958,"Jeff Bezos, the world's richest man, lifts off toward the edge of space. The rocket launch comes days after billionaire Richard Branson's spaceflight. https://t.co/66kot2NMSK"
2959,"Jeff Bezos' joyride into space
The Amazon founder is about to blast off aboard the rocket ship he helped develop and he's bringing along a few guests. Follow live updates.
https://t.co/bDJv84nYQG"
2960,"Six weeks after voters headed to the polls in Peru, former schoolteacher and union leader Pedro Castillo has been formally declared the country's President-elect. He will be sworn in on July 28, election authorities say. https://t.co/cRVlb3bB9z"
2961,"Twitter on Monday evening temporarily suspended Rep. Marjorie Taylor Greene after she shared misinformation about Covid-19 and vaccines, a company spokesperson told CNN. https://t.co/uGbnlleiY3"
